 51 2295.082667 1.703E-29 2.183E+01.03450.037 5452.27330.67-.003825              1              0                    R 53      375623 510 5 5 1 8   109.0  107.0
 51 2296.785698 6.450E-30 2.190E+01.03420.036 5656.06660.67-.003852              1              0                    R 54      375623 510 5 5 1 8   111.0  109.0
 51 2298.445736 2.400E-30 2.197E+01.03380.036 5863.48830.67-.003877              1              0                    R 55      375623 510 5 5 1 8   113.0  111.0
 51 2300.062637 8.770E-31 2.204E+01.03350.036 6074.53040.67-.003902              1              0                    R 56      375623 510 5 5 1 8   115.0  113.0
 51 2301.636256 3.148E-31 2.210E+01.03320.035 6289.18470.67-.003926              1              0                    R 57      375623 510 5 5 1 8   117.0  115.0
 51 2303.166452 1.110E-31 2.217E+01.03290.035 6507.44310.67-.003950              1              0                    R 58      375623 510 5 5 1 8   119.0  117.0
